from,to,length
11110,9429,6.394
9429,11110,6.394
9429,9433,17.591
9433,9429,17.591
9433,6743,74.088
6743,9433,74.088
6743,8895,73.388
8895,6743,73.388
8895,6744,20.730
6744,8895,20.730
6744,9510,4.224
9510,6744,4.224
9510,605,12.364
605,9510,12.364
846,3359,5.972
3359,846,5.972
3359,9431,4.822
9431,3359,4.822
9431,832,7.641
832,9431,7.641
832,9434,7.862
9434,832,7.862
9434,4905,26.653
4905,9434,26.653
4905,833,19.809
833,4905,19.809
833,3355,21.042
3355,833,21.042
3355,834,19.773
834,3355,19.773
834,3361,22.769
3361,834,22.769
3361,835,26.516
835,3361,26.516
835,5306,12.193
5306,835,12.193
5306,3352,14.489
3352,5306,14.489
3352,836,19.202
836,3352,19.202
836,11366,24.378
11366,836,24.378
11366,3350,25.713
3350,11366,25.713
3350,184,7.080
184,3350,7.080
878,5348,17.968
5348,878,17.968
5348,3357,68.171
3357,5348,68.171
3357,835,39.581
835,3357,39.581
879,1327,12.575
1327,879,12.575
1327,877,10.077
877,1327,10.077
877,878,70.827
878,877,70.827
878,1688,84.645
1688,878,84.645
1688,199,9.678
199,1688,9.678
845,5871,10.331
5871,845,10.331
5871,5632,8.619
5632,5871,8.619
440,1558,13.555
1558,440,13.555
1558,10313,8.069
10313,1558,8.069
10313,246,25.986
246,10313,25.986
194,12755,4.625
12755,194,4.625
12755,6987,4.244
6987,12755,4.244
6987,8546,40.564
8546,6987,40.564
8546,2768,37.878
2768,8546,37.878
2768,195,33.746
195,2768,33.746
195,8545,25.716
8545,195,25.716
8545,10743,22.114
10743,8545,22.114
10743,907,6.983
907,10743,6.983
907,5332,13.308
5332,907,13.308
5332,2772,20.840
2772,5332,20.840
2772,7490,20.533
7490,2772,20.533
7490,906,15.526
906,7490,15.526
906,4683,14.828
4683,906,14.828
4683,9121,21.691
9121,4683,21.691
9121,8618,35.496
8618,9121,35.496
8618,243,12.162
243,8618,12.162
4683,9071,88.902
9071,4683,88.902
9071,911,2.720
911,9071,2.720
911,11359,28.711
11359,911,28.711
11359,9576,5.305
9576,11359,5.305
9576,1493,69.699
1493,9576,69.699
1493,918,12.396
918,1493,12.396
195,8544,9.242
8544,195,9.242
8544,2775,5.099
2775,8544,5.099
2775,10737,6.013
10737,2775,6.013
10737,909,7.031
909,10737,7.031
909,2773,7.236
2773,909,7.236
2773,10755,17.906
10755,2773,17.906
10755,2774,13.799
2774,10755,13.799
2774,2776,20.871
2776,2774,20.871
2776,910,8.546
910,2776,8.546
910,2769,9.338
2769,910,9.338
2769,1556,9.653
1556,2769,9.653
1556,917,11.839
917,1556,11.839
903,904,73.354
904,903,73.354
904,12733,19.630
12733,904,19.630
12733,916,12.612
916,12733,12.612
903,12749,6.846
12749,903,6.846
12749,6988,75.439
6988,12749,75.439
6988,194,8.650
194,6988,8.650
243,5319,38.537
5319,243,38.537
5319,5322,53.143
5322,5319,53.143
5322,908,5.254
908,5322,5.254
908,2920,37.901
2920,908,37.901
2920,2921,37.354
2921,2920,37.354
2921,6397,22.196
6397,2921,22.196
6397,6404,37.798
6404,6397,37.798
6404,12756,46.648
12756,6404,46.648
12756,905,6.685
905,12756,6.685
905,12751,7.774
12751,905,7.774
12751,12750,118.228
12750,12751,118.228
12750,903,4.376
903,12750,4.376
915,10483,2.486
10483,915,2.486
10483,9106,98.991
9106,10483,98.991
9106,9113,3.550
9113,9106,3.550
9113,1221,96.378
1221,9113,96.378
1221,1555,10.361
1555,1221,10.361
1555,914,8.659
914,1555,8.659
454,1494,9.108
1494,454,9.108
1494,3036,2.436
3036,1494,2.436
3036,3227,39.247
3227,3036,39.247
3227,12816,20.932
12816,3227,20.932
12816,10484,75.292
10484,12816,75.292
10484,474,2.774
474,10484,2.774
467,4315,6.400
4315,467,6.400
4315,4317,3.624
4317,4315,3.624
4317,11081,1.533
11081,4317,1.533
11081,4318,0.614
4318,11081,0.614
4318,11082,1.687
11082,4318,1.687
11082,11333,0.897
11333,11082,0.897
11333,11080,1.976
11080,11333,1.976
11080,11083,0.592
11083,11080,0.592
11083,11079,1.980
11079,11083,1.980
11079,11523,0.859
11523,11079,0.859
11523,4319,0.871
4319,11523,0.871
4319,979,1.718
979,4319,1.718
979,4320,1.849
4320,979,1.849
4320,4030,1.835
4030,4320,1.835
4030,11072,2.853
11072,4030,2.853
11072,11073,2.254
11073,11072,2.254
11073,9471,2.866
9471,11073,2.866
9471,11074,3.515
11074,9471,3.515
11074,11075,2.316
11075,11074,2.316
11075,3037,2.519
3037,11075,2.519
3037,11076,3.000
11076,3037,3.000
11076,11077,2.920
11077,11076,2.920
11077,11078,2.640
11078,11077,2.640
11078,4984,3.092
4984,11078,3.092
466,10481,2.618
10481,466,2.618
10481,4314,1.717
4314,10481,1.717
4314,4316,0.723
4316,4314,0.723
10394,3726,12.115
3726,10394,12.115
3726,7194,9.368
7194,3726,9.368
7194,11001,5.112
11001,7194,5.112
11001,41,2.456
41,11001,2.456
2208,8621,23.998
8621,2208,23.998
8621,12737,29.381
12737,8621,29.381
12737,11387,2.133
11387,12737,2.133
4706,986,22.654
986,4706,22.654
986,2472,36.744
2472,986,36.744
2472,1295,10.509
1295,2472,10.509
1295,2473,14.571
2473,1295,14.571
724,6410,9.033
6410,724,9.033
6410,921,80.886
921,6410,80.886
990,538,66.314
538,990,66.314
842,5626,9.163
5626,842,9.163
5626,10070,18.619
10070,5626,18.619
10070,5862,7.707
5862,10070,7.707
5862,5454,37.485
5454,5862,37.485
5454,2927,38.295
2927,5454,38.295
2927,838,16.861
838,2927,16.861
10267,11631,7.716
11631,10267,7.716
11631,11635,5.821
11635,11631,5.821
11635,11634,5.416
11634,11635,5.416
11634,11611,10.156
11611,11634,10.156
11611,10268,5.272
10268,11611,5.272
10268,11620,2.989
11620,10268,2.989
11620,11632,3.054
11632,11620,3.054
11632,11633,3.057
11633,11632,3.057
11633,5304,40.764
5304,11633,40.764
5304,12849,53.451
12849,5304,53.451
10278,3223,4.582
3223,10278,4.582
3223,7691,2.580
7691,3223,2.580
7691,12847,12.586
12847,7691,12.586
93,2355,43.038
2355,93,43.038
2355,2522,96.407
2522,2355,96.407
2522,2105,7.654
2105,2522,7.654
2396,8848,3.706
8848,2396,3.706
8848,8851,3.301
8851,8848,3.301
8851,2553,17.374
2553,8851,17.374
341,567,7.154
567,341,7.154
567,569,7.078
569,567,7.078
569,568,7.626
568,569,7.626
568,340,7.197
340,568,7.197
566,6670,31.031
6670,566,31.031
6670,6662,52.882
6662,6670,52.882
6662,11540,45.491
11540,6662,45.491
11540,1761,2.124
1761,11540,2.124
1761,10965,1.793
10965,1761,1.793
10965,2841,1.301
2841,10965,1.301
2841,10966,1.290
10966,2841,1.290
10966,10963,1.188
10963,10966,1.188
10963,10964,2.467
10964,10963,2.467
10964,343,2.869
343,10964,2.869
29,8607,8.449
8607,29,8.449
8607,1786,40.453
1786,8607,40.453
1786,1754,63.499
1754,1786,63.499
1754,30,42.392
30,1754,42.392
11319,648,16.710
648,11319,16.710
648,4765,12.762
4765,648,12.762
4765,11318,9.869
11318,4765,9.869
11318,1584,6.702
1584,11318,6.702
1584,1580,7.828
1580,1584,7.828
1580,652,7.331
652,1580,7.331
2554,12891,6.557
12891,2554,6.557
12891,2605,3.767
2605,12891,3.767
2605,2598,4.311
2598,2605,4.311
2598,2604,5.201
2604,2598,5.201
2604,2599,5.240
2599,2604,5.240
491,4845,28.782
4845,491,28.782
4845,2581,49.392
2581,4845,49.392
671,4144,12.560
4144,671,12.560
4144,10597,13.855
10597,4144,13.855
10597,4140,26.285
4140,10597,26.285
4140,672,15.659
672,4140,15.659
672,4988,11.191
4988,672,11.191
4988,3067,16.472
3067,4988,16.472
3067,3068,38.923
3068,3067,38.923
3068,1483,28.755
1483,3068,28.755
5183,924,17.748
924,5183,17.748
2028,4567,1.493
4567,2028,1.493
4567,5160,2.554
5160,4567,2.554
5160,956,14.569
956,5160,14.569
302,7246,10.724
7246,302,10.724
7246,6157,28.212
6157,7246,28.212
6157,5974,40.107
5974,6157,40.107
5974,8472,16.492
8472,5974,16.492
8472,3194,3.400
3194,8472,3.400
25,10893,5.913
10893,25,5.913
10893,10892,4.125
10892,10893,4.125
10892,3156,4.769
3156,10892,4.769
3156,3722,5.219
3722,3156,5.219
3722,1784,5.518
1784,3722,5.518
1784,3723,5.097
3723,1784,5.097
3723,3810,1.576
3810,3723,1.576
3810,3811,1.753
3811,3810,1.753
3811,3812,1.621
3812,3811,1.621
3812,1783,1.722
1783,3812,1.722
1783,3813,1.587
3813,1783,1.587
3813,3724,1.716
3724,3813,1.716
3724,12774,2.538
12774,3724,2.538
12774,1975,2.544
1975,12774,2.544
1975,3158,3.188
3158,1975,3.188
3158,3173,3.235
3173,3158,3.235
3173,3142,5.627
3142,3173,5.627
94,1613,8.641
1613,94,8.641
1613,10111,5.766
10111,1613,5.766
10111,11567,2.039
11567,10111,2.039
11567,599,6.782
599,11567,6.782
599,600,2.675
600,599,2.675
600,1616,4.799
1616,600,4.799
1616,10110,4.604
10110,1616,4.604
10110,266,5.887
266,10110,5.887
389,3229,3.432
3229,389,3.432
640,2012,10.643
2012,640,10.643
2012,5545,7.222
5545,2012,7.222
5545,11829,8.992
11829,5545,8.992
11829,11518,6.241
11518,11829,6.241
249,5426,37.626
5426,249,37.626
5426,990,10.238
990,5426,10.238
1034,11591,128.208
11591,1034,128.208
1024,12628,8.050
12628,1024,8.050
6214,1383,7.401
1383,6214,7.401
1383,12630,17.401
12630,1383,17.401
1382,12644,19.315
12644,1382,19.315
174,2431,7.262
2431,174,7.262
2431,176,14.561
176,2431,14.561
176,3752,7.837
3752,176,7.837
3752,2916,69.753
2916,3752,69.753
4849,167,20.061
167,4849,20.061
167,4952,24.406
4952,167,24.406
4952,3555,26.222
3555,4952,26.222
1023,7562,8.348
7562,1023,8.348
7562,7571,16.868
7571,7562,16.868
7571,12179,8.724
12179,7571,8.724
1022,7563,6.745
7563,1022,6.745
7563,2953,6.729
2953,7563,6.729
2953,7564,8.256
7564,2953,8.256
7564,1023,8.168
1023,7564,8.168
1041,3369,10.394
3369,1041,10.394
3369,6962,58.713
6962,3369,58.713
6962,169,63.842
169,6962,63.842
1014,12676,14.158
12676,1014,14.158
12676,10316,16.637
10316,12676,16.637
10316,1041,6.264
1041,10316,6.264
399,3727,1.561
3727,399,1.561
3727,8435,1.765
8435,3727,1.765
8435,2867,5.964
2867,8435,5.964
2867,7048,41.836
7048,2867,41.836
7048,7044,30.001
7044,7048,30.001
7044,1016,7.512
1016,7044,7.512
1016,1050,33.247
1050,1016,33.247
1050,9034,9.476
9034,1050,9.476
9034,1423,12.786
1423,9034,12.786
1034,3829,62.437
3829,1034,62.437
3829,3831,7.571
3831,3829,7.571
3831,10548,15.378
10548,3831,15.378
10548,1052,10.083
1052,10548,10.083
781,11152,9.627
11152,781,9.627
11152,2876,103.023
2876,11152,103.023
2876,11151,2.210
11151,2876,2.210
11151,780,16.635
780,11151,16.635
280,5414,79.489
5414,280,79.489
5414,10665,58.563
10665,5414,58.563
10665,5761,19.894
5761,10665,19.894
5761,279,4.379
279,5761,4.379
1289,4555,1.562
4555,1289,1.562
4555,5063,3.171
5063,4555,3.171
5063,3008,5.151
3008,5063,5.151
3008,2877,11.371
2877,3008,11.371
2877,279,69.070
279,2877,69.070
1291,9317,144.324
9317,1291,144.324
9317,1544,73.032
1544,9317,73.032
1544,57,8.619
57,1544,8.619
5183,5181,21.772
5181,5183,21.772
5181,8906,36.152
8906,5181,36.152
8906,6747,123.236
6747,8906,123.236
6747,9508,3.428
9508,6747,3.428
9508,3290,2.360
3290,9508,2.360
1680,4425,1.720
4425,1680,1.720
4425,10364,157.503
10364,4425,157.503
10364,11678,45.716
11678,10364,45.716
11678,9410,4.221
9410,11678,4.221
9410,969,6.126
969,9410,6.126
95,9730,6.050
9730,95,6.050
9730,7452,1.587
7452,9730,1.587
7452,9731,126.632
9731,7452,126.632
9731,715,4.522
715,9731,4.522
716,8736,6.539
8736,716,6.539
8736,9909,54.707
9909,8736,54.707
9909,9980,5.518
9980,9909,5.518
9980,715,43.562
715,9980,43.562
715,11452,5.907
11452,715,5.907
11452,3506,83.369
3506,11452,83.369
3506,717,7.041
717,3506,7.041
7669,2689,95.157
2689,7669,95.157
2689,880,6.598
880,2689,6.598
1681,9772,6.224
9772,1681,6.224
9772,12863,99.494
12863,9772,99.494
12863,7424,3.622
7424,12863,3.622
97,9761,6.027
9761,97,6.027
9761,6251,2.185
6251,9761,2.185
869,9710,7.536
9710,869,7.536
9710,730,61.988
730,9710,61.988
730,6060,42.975
6060,730,42.975
6060,6058,35.376
6058,6060,35.376
6058,6057,10.657
6057,6058,10.657
6057,10312,53.188
10312,6057,53.188
10312,4433,6.781
4433,10312,6.781
4433,868,1.328
868,4433,1.328
870,12331,67.861
12331,870,67.861
12331,9943,47.970
9943,12331,47.970
9943,5640,9.421
5640,9943,9.421
5640,9708,4.031
9708,5640,4.031
9708,871,10.363
871,9708,10.363
1467,1850,122.561
1850,1467,122.561
1850,773,12.433
773,1850,12.433
872,10298,5.962
10298,872,5.962
10298,849,60.849
849,10298,60.849
849,847,46.478
847,849,46.478
139,5601,11.995
5601,139,11.995
5601,11309,16.052
11309,5601,16.052
11309,6615,16.354
6615,11309,16.354
6615,148,41.123
148,6615,41.123
148,6052,38.142
6052,148,38.142
6052,3933,17.117
3933,6052,17.117
3933,966,25.993
966,3933,25.993
966,1367,10.735
1367,966,10.735
1367,1366,64.222
1366,1367,64.222
308,303,35.670
303,308,35.670
309,3105,1.655
3105,309,1.655
3105,5086,6.325
5086,3105,6.325
5086,6050,29.462
6050,5086,29.462
6050,3655,31.085
3655,6050,31.085
3655,10501,15.825
10501,3655,15.825
10501,7738,23.982
7738,10501,23.982
7738,308,26.991
308,7738,26.991
305,3601,9.210
3601,305,9.210
3601,306,11.801
306,3601,11.801
306,7321,14.346
7321,306,14.346
7321,1366,85.480
1366,7321,85.480
1366,307,50.662
307,1366,50.662
303,960,76.878
960,303,76.878
365,6571,5.925
6571,365,5.925
6571,6570,22.252
6570,6571,22.252
6570,5772,46.311
5772,6570,46.311
5772,775,16.863
775,5772,16.863
143,3098,1.570
3098,143,1.570
3098,5087,6.944
5087,3098,6.944
5087,774,23.437
774,5087,23.437
69,1444,13.544
1444,69,13.544
1444,6960,43.231
6960,1444,43.231
6960,4825,15.719
4825,6960,15.719
4825,4807,4.004
4807,4825,4.004
4807,4824,2.283
4824,4807,2.283
86,12014,6.399
12014,86,6.399
12014,11993,49.401
11993,12014,49.401
11993,12005,52.336
12005,11993,52.336
12005,5167,30.073
5167,12005,30.073
5167,4630,5.079
4630,5167,5.079
817,1521,45.904
1521,817,45.904
87,4237,58.716
4237,87,58.716
4237,971,17.120
971,4237,17.120
971,4238,23.859
4238,971,23.859
4238,4236,17.628
4236,4238,17.628
4236,831,15.075
831,4236,15.075
894,3736,45.122
3736,894,45.122
3736,7164,14.870
7164,3736,14.870
7164,10519,12.675
10519,7164,12.675
10519,893,9.557
893,10519,9.557
893,7165,15.036
7165,893,15.036
7165,892,12.832
892,7165,12.832
892,772,87.401
772,892,87.401
772,3743,82.249
3743,772,82.249
3743,9654,2.784
9654,3743,2.784
4837,12058,2.303
12058,4837,2.303
12058,4835,7.588
4835,12058,7.588
4835,4833,4.994
4833,4835,4.994
4833,1837,76.200
1837,4833,76.200
1837,12052,28.352
12052,1837,28.352
12052,933,8.436
933,12052,8.436
4601,12061,3.192
12061,4601,3.192
12061,12059,5.804
12059,12061,5.804
12059,11645,7.204
11645,12059,7.204
11645,10240,162.183
10240,11645,162.183
12118,4595,1.314
4595,12118,1.314
4595,888,25.786
888,4595,25.786
888,12125,51.005
12125,888,51.005
12125,12115,6.485
12115,12125,6.485
895,11732,12.792
11732,895,12.792
11732,771,78.312
771,11732,78.312
862,5979,45.866
5979,862,45.866
5979,11980,8.313
11980,5979,8.313
11980,11973,6.246
11973,11980,6.246
11973,1514,5.798
1514,11973,5.798
1514,11972,4.275
11972,1514,4.275
11972,1529,10.494
1529,11972,10.494
1529,11975,8.822
11975,1529,8.822
11975,11974,4.207
11974,11975,4.207
11974,767,5.079
767,11974,5.079
929,1510,6.672
1510,929,6.672
1510,2470,9.028
2470,1510,9.028
2470,1515,3.080
1515,2470,3.080
1515,12699,0.335
12699,1515,0.335
12699,12698,6.011
12698,12699,6.011
12698,12701,5.891
12701,12698,5.891
12701,12700,6.695
12700,12701,6.695
12700,1508,28.161
1508,12700,28.161
1508,11976,53.455
11976,1508,53.455
11976,11977,8.218
11977,11976,8.218
11977,5005,11.862
5005,11977,11.862
5005,11978,5.601
11978,5005,5.601
11978,11979,6.275
11979,11978,6.275
11979,5006,8.153
5006,11979,8.153
930,3627,7.986
3627,930,7.986
3627,932,137.443
932,3627,137.443
932,1321,10.964
1321,932,10.964
1321,1116,9.326
1116,1321,9.326
1096,1095,43.614
1095,1096,43.614
172,173,84.320
173,172,84.320
7348,6927,8.723
6927,7348,8.723
6927,6930,4.228
6930,6927,4.228
6930,6694,42.121
6694,6930,42.121
6694,2430,5.990
2430,6694,5.990
1432,1431,26.678
1431,1432,26.678
1431,2508,11.636
2508,1431,11.636
2508,6202,95.374
6202,2508,95.374
6202,1079,8.304
1079,6202,8.304
1079,2506,8.290
2506,1079,8.290
10469,4697,11.180
4697,10469,11.180
4697,7577,7.115
7577,4697,7.115
1040,7046,60.591
7046,1040,60.591
7046,1016,45.390
1016,7046,45.390
1064,1384,6.590
1384,1064,6.590
1384,3537,20.212
3537,1384,20.212
3537,12625,6.812
12625,3537,6.812
1063,3264,2.159
3264,1063,2.159
3264,1392,7.451
1392,3264,7.451
1392,1060,10.114
1060,1392,10.114
1066,3270,1.476
3270,1066,1.476
3270,1398,7.632
1398,3270,7.632
1398,12632,16.804
12632,1398,16.804
6639,12170,6.013
12170,6639,6.013
660,7024,5.217
7024,660,5.217
7024,8354,4.188
8354,7024,4.188
8354,7023,4.240
7023,8354,4.240
7023,7570,6.721
7570,7023,6.721
7570,7022,28.074
7022,7570,28.074
7022,8959,10.409
8959,7022,10.409
8959,7020,35.264
7020,8959,35.264
7020,12177,4.210
12177,7020,4.210
1014,12672,10.238
12672,1014,10.238
12672,7589,23.347
7589,12672,23.347
661,2138,11.378
2138,661,11.378
2138,12260,36.289
12260,2138,36.289
1076,7817,6.925
7817,1076,6.925
7817,5592,18.527
5592,7817,18.527
5592,7818,30.303
7818,5592,30.303
7818,7819,15.951
7819,7818,15.951
7819,12259,3.415
12259,7819,3.415
6610,2499,20.628
2499,6610,20.628
2499,9555,28.612
9555,2499,28.612
9555,9556,8.636
9556,9555,8.636
9556,825,24.162
825,9556,24.162
824,4960,8.472
4960,824,8.472
1085,7057,8.093
7057,1085,8.093
7057,4478,41.218
4478,7057,41.218
4478,1082,19.224
1082,4478,19.224
751,4791,3.103
4791,751,3.103
4791,9916,1.568
9916,4791,1.568
9916,9949,13.227
9949,9916,13.227
9949,750,68.603
750,9949,68.603
750,1282,36.040
1282,750,36.040
1282,3624,109.308
3624,1282,109.308
3624,1836,72.264
1836,3624,72.264
1836,854,2.704
854,1836,2.704
854,857,54.667
857,854,54.667
857,858,52.959
858,857,52.959
858,3626,34.551
3626,858,34.551
3626,3625,74.532
3625,3626,74.532
4473,9952,84.581
9952,4473,84.581
9952,79,5.775
79,9952,5.775
79,9877,6.400
9877,79,6.400
520,1363,32.607
1363,520,32.607
1363,1362,47.436
1362,1363,47.436
1362,881,11.387
881,1362,11.387
758,2824,9.413
2824,758,9.413
2824,12546,4.537
12546,2824,4.537
1029,1030,82.598
1030,1029,82.598
1029,1395,7.385
1395,1029,7.385
1395,12633,5.901
12633,1395,5.901
1062,1347,9.725
1347,1062,9.725
1347,11648,9.117
11648,1347,9.117
11648,12636,3.920
12636,11648,3.920
861,1319,116.334
1319,861,116.334
385,7197,5.120
7197,385,5.120
7197,2964,8.710
2964,7197,8.710
2964,11375,132.208
11375,2964,132.208
11375,11169,118.679
11169,11375,118.679
11169,384,13.778
384,11169,13.778
399,4422,1.168
4422,399,1.168
4422,7049,9.008
7049,4422,9.008
7049,2190,12.837
2190,7049,12.837
518,3315,3.506
3315,518,3.506
3315,12601,60.410
12601,3315,60.410
2674,12652,3.703
12652,2674,3.703
12652,12658,3.226
12658,12652,3.226
12658,2677,4.695
2677,12658,4.695
2677,2687,3.743
2687,2677,3.743
2687,12653,3.964
12653,2687,3.964
12653,2679,4.776
2679,12653,4.776
3877,943,17.665
943,3877,17.665
943,7400,25.171
7400,943,25.171
941,4486,3.750
4486,941,3.750
4486,4488,3.400
4488,4486,3.400
4488,944,4.446
944,4488,4.446
840,13057,3.576
13057,840,3.576
13057,13058,7.182
13058,13057,7.182
13058,13059,4.958
13059,13058,4.958
13059,13084,2.679
13084,13059,2.679
13084,841,1.409
841,13084,1.409
484,5905,18.475
5905,484,18.475
5905,434,30.389
434,5905,30.389
434,2948,4.132
2948,434,4.132
2948,3201,12.452
3201,2948,12.452
3201,11388,93.996
11388,3201,93.996
1042,12477,5.227
12477,1042,5.227
12477,3371,5.337
3371,12477,5.337
3371,12479,23.364
12479,3371,23.364
12479,1043,3.980
1043,12479,3.980
1043,12480,4.274
12480,1043,4.274
12480,990,5.075
990,12480,5.075
193,1557,13.091
1557,193,13.091
972,12960,58.979
12960,972,58.979
1003,1005,40.208
1005,1003,40.208
855,4468,1.503
4468,855,1.503
4468,4467,10.235
4467,4468,10.235
4467,856,9.187
856,4467,9.187
865,864,61.238
864,865,61.238
856,10476,8.184
10476,856,8.184
10476,2654,19.848
2654,10476,19.848
358,1663,2.256
1663,358,2.256
629,1851,13.655
1851,629,13.655
1851,630,65.504
630,1851,65.504
748,4454,1.609
4454,748,1.609
4454,9920,5.352
9920,4454,5.352
9920,4455,4.094
4455,9920,4.094
4455,12497,11.356
12497,4455,11.356
240,1574,15.182
1574,240,15.182
1574,9413,2.599
9413,1574,2.599
9413,1121,4.796
1121,9413,4.796
1121,1183,36.280
1183,1121,36.280
1130,1389,7.554
1389,1130,7.554
1131,12013,6.232
12013,1131,6.232
12013,12008,49.842
12008,12013,49.842
12008,11992,4.682
11992,12008,4.682
11992,12000,1.770
12000,11992,1.770
12000,4622,123.904
4622,12000,123.904
4622,4623,6.171
4623,4622,6.171
109,4645,7.968
4645,109,7.968
4645,4644,3.203
4644,4645,3.203
4644,5168,3.911
5168,4644,3.911
5168,4643,5.351
4643,5168,5.351
4643,83,9.962
83,4643,9.962
4662,4661,13.179
4661,4662,13.179
4661,4660,8.593
4660,4661,8.593
4660,4659,8.731
4659,4660,8.731
4659,4658,6.094
4658,4659,6.094
4658,4657,7.563
4657,4658,7.563
4657,4656,12.660
4656,4657,12.660
4656,4655,4.291
4655,4656,4.291
4655,4654,41.203
4654,4655,41.203
4654,4653,7.742
4653,4654,7.742
4653,4652,9.857
4652,4653,9.857
4652,4651,11.757
4651,4652,11.757
4651,4650,28.669
4650,4651,28.669
4650,6603,8.482
6603,4650,8.482
6603,4649,12.100
4649,6603,12.100
4649,4648,19.450
4648,4649,19.450
4648,4647,42.806
4647,4648,42.806
4647,4646,11.005
4646,4647,11.005
4646,109,10.155
109,4646,10.155
4663,4662,20.706
4662,4663,20.706
7790,4665,3.952
4665,7790,3.952
4665,4666,4.027
4666,4665,4.027
4666,4667,15.658
4667,4666,15.658
4667,4670,31.218
4670,4667,31.218
4670,4671,15.194
4671,4670,15.194
4671,4672,14.970
4672,4671,14.970
4672,4673,14.491
4673,4672,14.491
8404,11693,3.648
11693,8404,3.648
11693,11129,1.811
11129,11693,1.811
11129,2929,18.079
2929,11129,18.079
2929,9047,65.690
9047,2929,65.690
9047,9759,37.373
9759,9047,37.373
9759,96,5.197
96,9759,5.197
2678,9944,35.018
9944,2678,35.018
9944,5674,18.390
5674,9944,18.390
5674,12650,54.246
12650,5674,54.246
12650,11141,5.353
11141,12650,5.353
11141,230,8.022
230,11141,8.022
96,3502,6.042
3502,96,6.042
3502,5246,58.885
5246,3502,58.885
5246,6137,28.260
6137,5246,28.260
6137,97,3.990
97,6137,3.990
97,9773,102.230
9773,97,102.230
9773,1681,5.403
1681,9773,5.403
1681,9775,7.951
9775,1681,7.951
9775,6138,54.522
6138,9775,54.522
6138,6136,3.373
6136,6138,3.373
6136,11585,15.360
